-0.073840446,-0.000314401199,-9.81912955,0.00148909,-0.00189885,-0.00106122
-0.0758041296,-0.000675187853,-9.81797099,0.00330627,-0.00049091,-0.00011866
-0.0761136275,0.000551231796,-9.81737602,0.00204554,-0.00141945,-0.00039589
-0.0785141974,0.00209273911,-9.81810309,0.00184801,-0.00242282,-0.00051503
-0.0792365552,-0.00136488955,-9.8175139,0.0018779,-0.00134661,-0.00090939
-0.0792487154,-0.00119994169,-9.81567614,0.00174863,-0.00089022,-0.00151177
-0.0755393501,-0.00134674724,-9.81766708,0.00317208,-0.0007134,-0.00054688
-0.0769281679,-0.00301368161,-9.81952584,0.0014163,-0.00134842,0.00020156
-0.0774126164,-0.00308438756,-9.81813937,0.00102359,-0.00143478,-1.497e-05
-0.078321889,0.000975761675,-9.81837316,0.00199576,-0.00200981,9.783e-05
-0.0779753219,0.00169478525,-9.81974207,0.00114702,3.163e-05,-0.00042403
-0.0801537712,0.00112619569,-9.81884663,0.00158651,-0.00120547,3.789e-05
-0.081619277,0.000458264754,-9.81888174,0.00143618,-0.00074212,-7.06e-06
-0.0806739159,-0.00179598988,-9.8190863,0.00179877,-0.00024766,-0.0010598
-0.0809740974,-0.00225945216,-9.81821773,0.00286872,-0.00115558,-0.0001145
-0.0796567702,-0.00187179529,-9.81709192,0.00207372,-0.00048283,-0.00027668
-0.0772563964,-0.000705980733,-9.81645361,0.00092921,-0.00139302,-2.907e-05
-0.0787551468,-0.00334357732,-9.81883731,0.00125151,-0.0024743,5.095e-05
-0.0803681445,-0.00272467964,-9.81333814,0.00302151,-0.00156399,-0.00024225
-0.0793118703,-0.00229004891,-9.8166266,0.00272638,-0.0019476,0.00089511
-0.0776050228,-0.00482349887,-9.82186159,0.00190447,-0.00066682,-0.00192859
-0.0792335151,-0.00152797414,-9.81961704,0.00144277,-0.00091267,-0.00118748
-0.0798420178,0.00116022476,-9.8165506,0.00169083,-0.00125417,0.00119141
-0.0777198587,0.000152297274,-9.81846672,0.00262658,-0.00119362,-0.00024116
-0.0768202947,-0.00189621384,-9.82052886,0.00268153,-0.00143329,-0.000528
-0.0771998121,-0.00334132179,-9.81686157,0.00333185,-0.00179837,0.00030771
-0.0764953023,-0.00318186566,-9.8153687,0.00182107,-0.00129774,0.00035861
-0.0748370959,-0.00406779842,-9.81797923,0.00175311,-0.00086483,-0.00112773
-0.07740026,-0.00369289019,-9.81757235,0.00111007,-0.00199074,-0.0003582
-0.0808193485,-0.00338378458,-9.82154591,0.00229057,-0.00106288,5.77e-06
-0.0790345382,-0.00116424549,-9.81995605,0.00272015,-0.00039215,0.0005628
-0.0800410928,-0.00219688573,-9.81714684,0.00069861,-0.00109622,0.0003475
-0.0779611023,-0.00116924688,-9.81617775,0.00071995,-0.00258366,9.374e-05
-0.0799489103,0.000183482421,-9.82014777,0.00105779,-0.00148996,-0.00192502
-0.0812907542,-0.00153768272,-9.82092289,0.00025401,-0.00089936,0.0001497
-0.0785518549,-0.000990667783,-9.81876602,-0.00023311,-0.00137707,-4.512e-05
-0.07738251,0.000804439499,-9.81900677,0.00099866,-0.00213876,-0.00106438
-0.0773753511,0.000478172254,-9.81739005,0.00170805,-0.00109451,0.00043243
-0.079932337,-0.000340879154,-9.81848535,0.00280598,-0.00103811,0.00061656
-0.0787593636,-0.000197113665,-9.82030556,0.00210699,-0.00276067,0.0006807
-0.0778571518,0.0015473913,-9.81877651,0.00113276,-0.00123358,0.00027802
-0.0788593914,0.00183923721,-9.8183206,0.00167829,-0.00095903,-0.00052817
-0.0761538348,-0.00153277939,-9.81831589,0.00188659,-0.00168305,-0.00012489
-0.0814093166,-0.00496020357,-9.8201209,0.00135512,-0.0021171,-0.00105539
-0.0782283335,-0.00208234406,-9.81752793,0.00053846,-0.00049539,0.00016732
-0.0762490573,-0.0013717542,-9.81486601,0.00053021,-0.00147028,-0.0004984
-0.0764851034,0.000784532,-9.81831119,0.00072262,-0.00154963,-0.00094284
-0.0803705962,0.000899367871,-9.81838719,0.00117749,-0.0011098,0.00093142
-0.0783936736,0.00105195935,-9.82011855,0.00053092,-0.00174761,0.00027734
-0.0780316121,-0.00193455785,-9.81802601,0.00276931,-0.00213043,0.00065569
-0.0779010856,-1.0787315e-05,-9.81346317,0.00133058,-0.00120709,-0.00090465
-0.0773974161,-0.00310213759,-9.81631916,0.00145767,-0.00016994,-0.00070276
-0.0792800967,-0.0038846102,-9.81912602,0.00123446,-0.00148598,-0.00036591
-0.0784226033,-0.003567267,-9.81940423,0.00187124,-0.00083455,-0.00046656
-0.0794737781,-0.00269584808,-9.81992448,0.00272141,-0.00053721,0.00035881
-0.076204241,-0.00192465313,-9.81576155,0.00217295,-5.11e-06,0.00079733
-0.0800601177,-0.000588202867,-9.81469302,0.00228935,-0.0011724,0.00079428
-0.0790156114,-0.00112423436,-9.82223336,0.001019,0.00017483,0.00242469
-0.0787601481,-0.000935750543,-9.81595327,0.00221296,-0.00108195,-0.00046423
